"year","age","team","td","id","total_tds","actual","adjusted_age"
1976,26,"BUF",9,"F/FergJo00",50,1,0
1977,27,"BUF",12,"F/FergJo00",62,1,0
1978,28,"BUF",16,"F/FergJo00",78,1,0
1979,29,"BUF",14,"F/FergJo00",92,1,0
1980,30,"BUF",20,"F/FergJo00",112,1,0
1981,31,"BUF",24,"F/FergJo00",136,1,0
1982,32,"BUF",7,"F/FergJo00",143,1,0
1983,33,"BUF",26,"F/FergJo00",169,1,0
1984,34,"BUF",12,"F/FergJo00",181,1,0
1985,35,"DET",2,"F/FergJo00",183,1,0
1986,36,"DET",7,"F/FergJo00",190,1,0
1988,38,"TAM",3,"F/FergJo00",193,1,0
1989,39,"TAM",3,"F/FergJo00",196,1,0
1990,40,"IND",0,"F/FergJo00",196,1,0
1947,21,"CHI",0,"L/LaynBo00",0,0,0
1948,22,"CHI",3,"L/LaynBo00",3,1,0
1949,23,"NYY",9,"L/LaynBo00",12,1,0
1950,24,"DET",16,"L/LaynBo00",28,1,0
1951,25,"DET",26,"L/LaynBo00",54,1,0
1952,26,"DET",19,"L/LaynBo00",73,1,0
1953,27,"DET",16,"L/LaynBo00",89,1,0
1954,28,"DET",14,"L/LaynBo00",103,1,0
1955,29,"DET",11,"L/LaynBo00",114,1,0
1956,30,"DET",9,"L/LaynBo00",123,1,0
1957,31,"DET",6,"L/LaynBo00",129,1,0
1958,32,"2TM",14,"L/LaynBo00",143,1,0
1959,33,"PIT",20,"L/LaynBo00",163,1,0
1960,34,"PIT",13,"L/LaynBo00",176,1,0
1961,35,"PIT",11,"L/LaynBo00",187,1,0
1962,36,"PIT",9,"L/LaynBo00",196,1,0
1960,21,"WAS",0,"S/SneaNo00",0,0,0
1961,22,"WAS",11,"S/SneaNo00",11,1,0
1962,23,"WAS",22,"S/SneaNo00",33,1,0
1963,24,"WAS",13,"S/SneaNo00",46,1,0
1964,25,"PHI",14,"S/SneaNo00",60,1,0
1965,26,"PHI",15,"S/SneaNo00",75,1,0
1966,27,"PHI",8,"S/SneaNo00",83,1,0
1967,28,"PHI",29,"S/SneaNo00",112,1,0
1968,29,"PHI",11,"S/SneaNo00",123,1,0
1969,30,"PHI",19,"S/SneaNo00",142,1,0
1970,31,"PHI",15,"S/SneaNo00",157,1,0
1971,32,"MIN",1,"S/SneaNo00",158,1,0
1972,33,"NYG",17,"S/SneaNo00",175,1,0
1973,34,"NYG",7,"S/SneaNo00",182,1,0
1974,35,"2TM",5,"S/SneaNo00",187,1,0
1975,36,"SFO",9,"S/SneaNo00",196,1,0
1976,37,"NYG",0,"S/SneaNo00",196,1,0
1970,21,"CIN",0,"A/AndeKe00",0,0,0
1971,22,"CIN",5,"A/AndeKe00",5,1,0
1972,23,"CIN",7,"A/AndeKe00",12,1,0
1973,24,"CIN",18,"A/AndeKe00",30,1,0
1974,25,"CIN",18,"A/AndeKe00",48,1,0
1975,26,"CIN",21,"A/AndeKe00",69,1,0
1976,27,"CIN",19,"A/AndeKe00",88,1,0
1977,28,"CIN",11,"A/AndeKe00",99,1,0
1978,29,"CIN",10,"A/AndeKe00",109,1,0
1979,30,"CIN",16,"A/AndeKe00",125,1,0
1980,31,"CIN",6,"A/AndeKe00",131,1,0
1981,32,"CIN",29,"A/AndeKe00",160,1,0
1982,33,"CIN",12,"A/AndeKe00",172,1,0
1983,34,"CIN",12,"A/AndeKe00",184,1,0
1984,35,"CIN",10,"A/AndeKe00",194,1,0
1985,36,"CIN",2,"A/AndeKe00",196,1,0
1986,37,"CIN",1,"A/AndeKe00",197,1,0
1978,23,"NYG",0,"S/SimmPh00",0,0,0
1979,24,"NYG",13,"S/SimmPh00",13,1,0
1980,25,"NYG",15,"S/SimmPh00",28,1,0
1981,26,"NYG",11,"S/SimmPh00",39,1,0
1983,28,"NYG",0,"S/SimmPh00",39,1,0
1984,29,"NYG",22,"S/SimmPh00",61,1,0
1985,30,"NYG",22,"S/SimmPh00",83,1,0
1986,31,"NYG",21,"S/SimmPh00",104,1,0
1987,32,"NYG",17,"S/SimmPh00",121,1,0
1988,33,"NYG",21,"S/SimmPh00",142,1,0
1989,34,"NYG",14,"S/SimmPh00",156,1,0
1990,35,"NYG",15,"S/SimmPh00",171,1,0
1991,36,"NYG",8,"S/SimmPh00",179,1,0
1992,37,"NYG",5,"S/SimmPh00",184,1,0
1993,38,"NYG",15,"S/SimmPh00",199,1,0
2005,22,"GNB",0,"R/RodgAa00",0,1,0
2006,23,"GNB",0,"R/RodgAa00",0,1,0
2007,24,"GNB",1,"R/RodgAa00",1,1,0
2008,25,"GNB",28,"R/RodgAa00",29,1,0
2009,26,"GNB",30,"R/RodgAa00",59,1,0
2010,27,"GNB",28,"R/RodgAa00",87,1,0
2011,28,"GNB",45,"R/RodgAa00",132,1,0
2012,29,"GNB",39,"R/RodgAa00",171,1,0
2013,30,"GNB",17,"R/RodgAa00",188,1,0
2013.41176470588,30.4117647058824,"GNB",18,"R/RodgAa00",206,1,1
1961,21,"RAM",0,"G/GabrRo00",0,0,0
1962,22,"RAM",3,"G/GabrRo00",3,1,0
1963,23,"RAM",8,"G/GabrRo00",11,1,0
1964,24,"RAM",9,"G/GabrRo00",20,1,0
1965,25,"RAM",11,"G/GabrRo00",31,1,0
1966,26,"RAM",10,"G/GabrRo00",41,1,0
1967,27,"RAM",25,"G/GabrRo00",66,1,0
1968,28,"RAM",19,"G/GabrRo00",85,1,0
1969,29,"RAM",24,"G/GabrRo00",109,1,0
1970,30,"RAM",16,"G/GabrRo00",125,1,0
1971,31,"RAM",17,"G/GabrRo00",142,1,0
1972,32,"RAM",12,"G/GabrRo00",154,1,0
1973,33,"PHI",23,"G/GabrRo00",177,1,0
1974,34,"PHI",9,"G/GabrRo00",186,1,0
1975,35,"PHI",13,"G/GabrRo00",199,1,0
1976,36,"PHI",2,"G/GabrRo00",201,1,0
1977,37,"PHI",0,"G/GabrRo00",201,1,0
1998,23,"GNB",0,"H/HassMa00",0,0,0
1999,24,"GNB",1,"H/HassMa00",1,1,0
2000,25,"GNB",1,"H/HassMa00",2,1,0
2001,26,"SEA",7,"H/HassMa00",9,1,0
2002,27,"SEA",15,"H/HassMa00",24,1,0
2003,28,"SEA",26,"H/HassMa00",50,1,0
2004,29,"SEA",22,"H/HassMa00",72,1,0
2005,30,"SEA",24,"H/HassMa00",96,1,0
2006,31,"SEA",18,"H/HassMa00",114,1,0
2007,32,"SEA",28,"H/HassMa00",142,1,0
2008,33,"SEA",5,"H/HassMa00",147,1,0
2009,34,"SEA",17,"H/HassMa00",164,1,0
2010,35,"SEA",12,"H/HassMa00",176,1,0
2011,36,"TEN",18,"H/HassMa00",194,1,0
2012,37,"TEN",7,"H/HassMa00",201,1,0
2013,38,"IND",0,"H/HassMa00",201,1,0
2013.41176470588,38.4117647058824,"IND",0,"H/HassMa00",201,1,1
1985,22,"RAM",0,"E/EverJi00",0,0,0
1986,23,"RAM",8,"E/EverJi00",8,1,0
1987,24,"RAM",10,"E/EverJi00",18,1,0
1988,25,"RAM",31,"E/EverJi00",49,1,0
1989,26,"RAM",29,"E/EverJi00",78,1,0
1990,27,"RAM",23,"E/EverJi00",101,1,0
1991,28,"RAM",11,"E/EverJi00",112,1,0
1992,29,"RAM",22,"E/EverJi00",134,1,0
1993,30,"RAM",8,"E/EverJi00",142,1,0
1994,31,"NOR",22,"E/EverJi00",164,1,0
1995,32,"NOR",26,"E/EverJi00",190,1,0
1996,33,"NOR",12,"E/EverJi00",202,1,0
1997,34,"SDG",1,"E/EverJi00",203,1,0
1984,21,"PHI",0,"C/CunnRa00",0,0,0
1985,22,"PHI",1,"C/CunnRa00",1,1,0
1986,23,"PHI",8,"C/CunnRa00",9,1,0
1987,24,"PHI",23,"C/CunnRa00",32,1,0
1988,25,"PHI",24,"C/CunnRa00",56,1,0
1989,26,"PHI",21,"C/CunnRa00",77,1,0
1990,27,"PHI",30,"C/CunnRa00",107,1,0
1991,28,"PHI",0,"C/CunnRa00",107,1,0
1992,29,"PHI",19,"C/CunnRa00",126,1,0
1993,30,"PHI",5,"C/CunnRa00",131,1,0
1994,31,"PHI",16,"C/CunnRa00",147,1,0
1995,32,"PHI",3,"C/CunnRa00",150,1,0
1997,34,"MIN",6,"C/CunnRa00",156,1,0
1998,35,"MIN",34,"C/CunnRa00",190,1,0
1999,36,"MIN",8,"C/CunnRa00",198,1,0
2000,37,"DAL",6,"C/CunnRa00",204,1,0
2001,38,"BAL",3,"C/CunnRa00",207,1,0
1998,27,"STL",0,"W/WarnKu00",0,1,0
1999,28,"STL",41,"W/WarnKu00",41,1,0
2000,29,"STL",21,"W/WarnKu00",62,1,0
2001,30,"STL",36,"W/WarnKu00",98,1,0
2002,31,"STL",3,"W/WarnKu00",101,1,0
2003,32,"STL",1,"W/WarnKu00",102,1,0
2004,33,"NYG",6,"W/WarnKu00",108,1,0
2005,34,"ARI",11,"W/WarnKu00",119,1,0
2006,35,"ARI",6,"W/WarnKu00",125,1,0
2007,36,"ARI",27,"W/WarnKu00",152,1,0
2008,37,"ARI",30,"W/WarnKu00",182,1,0
2009,38,"ARI",26,"W/WarnKu00",208,1,0
1994,22,"CAR",0,"C/CollKe00",0,0,0
1995,23,"CAR",14,"C/CollKe00",14,1,0
1996,24,"CAR",14,"C/CollKe00",28,1,0
1997,25,"CAR",11,"C/CollKe00",39,1,0
1998,26,"2TM",12,"C/CollKe00",51,1,0
1999,27,"NYG",8,"C/CollKe00",59,1,0
2000,28,"NYG",22,"C/CollKe00",81,1,0
2001,29,"NYG",19,"C/CollKe00",100,1,0
2002,30,"NYG",19,"C/CollKe00",119,1,0
2003,31,"NYG",13,"C/CollKe00",132,1,0
2004,32,"OAK",21,"C/CollKe00",153,1,0
2005,33,"OAK",20,"C/CollKe00",173,1,0
2006,34,"TEN",1,"C/CollKe00",174,1,0
2007,35,"TEN",0,"C/CollKe00",174,1,0
2008,36,"TEN",12,"C/CollKe00",186,1,0
2009,37,"TEN",6,"C/CollKe00",192,1,0
2010,38,"TEN",14,"C/CollKe00",206,1,0
2011,39,"IND",2,"C/CollKe00",208,1,0
1966,22,"STL",0,"H/HartJi00",0,1,0
1967,23,"STL",19,"H/HartJi00",19,1,0
1968,24,"STL",15,"H/HartJi00",34,1,0
1969,25,"STL",6,"H/HartJi00",40,1,0
1970,26,"STL",14,"H/HartJi00",54,1,0
1971,27,"STL",8,"H/HartJi00",62,1,0
1972,28,"STL",5,"H/HartJi00",67,1,0
1973,29,"STL",15,"H/HartJi00",82,1,0
1974,30,"STL",20,"H/HartJi00",102,1,0
1975,31,"STL",19,"H/HartJi00",121,1,0
1976,32,"STL",18,"H/HartJi00",139,1,0
1977,33,"STL",13,"H/HartJi00",152,1,0
1978,34,"STL",16,"H/HartJi00",168,1,0
1979,35,"STL",9,"H/HartJi00",177,1,0
1980,36,"STL",16,"H/HartJi00",193,1,0
1981,37,"STL",11,"H/HartJi00",204,1,0
1982,38,"STL",1,"H/HartJi00",205,1,0
1983,39,"STL",4,"H/HartJi00",209,1,0
1984,40,"WAS",0,"H/HartJi00",209,1,0
1969,21,"PIT",0,"B/BradTe00",0,0,0
1970,22,"PIT",6,"B/BradTe00",6,1,0
1971,23,"PIT",13,"B/BradTe00",19,1,0
1972,24,"PIT",12,"B/BradTe00",31,1,0
1973,25,"PIT",10,"B/BradTe00",41,1,0
1974,26,"PIT",7,"B/BradTe00",48,1,0
1975,27,"PIT",18,"B/BradTe00",66,1,0
1976,28,"PIT",10,"B/BradTe00",76,1,0
1977,29,"PIT",17,"B/BradTe00",93,1,0
1978,30,"PIT",28,"B/BradTe00",121,1,0
1979,31,"PIT",26,"B/BradTe00",147,1,0
1980,32,"PIT",24,"B/BradTe00",171,1,0
1981,33,"PIT",22,"B/BradTe00",193,1,0
1982,34,"PIT",17,"B/BradTe00",210,1,0
1983,35,"PIT",2,"B/BradTe00",212,1,0
1956,21,"SFO",0,"B/BrodJo00",0,0,0
1957,22,"SFO",2,"B/BrodJo00",2,1,0
1958,23,"SFO",6,"B/BrodJo00",8,1,0
1959,24,"SFO",2,"B/BrodJo00",10,1,0
1960,25,"SFO",6,"B/BrodJo00",16,1,0
1961,26,"SFO",14,"B/BrodJo00",30,1,0
1962,27,"SFO",18,"B/BrodJo00",48,1,0
1963,28,"SFO",3,"B/BrodJo00",51,1,0
1964,29,"SFO",14,"B/BrodJo00",65,1,0
1965,30,"SFO",30,"B/BrodJo00",95,1,0
1966,31,"SFO",16,"B/BrodJo00",111,1,0
1967,32,"SFO",11,"B/BrodJo00",122,1,0
1968,33,"SFO",22,"B/BrodJo00",144,1,0
1969,34,"SFO",16,"B/BrodJo00",160,1,0
1970,35,"SFO",24,"B/BrodJo00",184,1,0
1971,36,"SFO",18,"B/BrodJo00",202,1,0
1972,37,"SFO",9,"B/BrodJo00",211,1,0
1973,38,"SFO",3,"B/BrodJo00",214,1,0
2003,24,"CIN",0,"P/PalmCa00",0,0,0
2004,25,"CIN",18,"P/PalmCa00",18,1,0
2005,26,"CIN",32,"P/PalmCa00",50,1,0
2006,27,"CIN",28,"P/PalmCa00",78,1,0
2007,28,"CIN",26,"P/PalmCa00",104,1,0
2008,29,"CIN",3,"P/PalmCa00",107,1,0
2009,30,"CIN",21,"P/PalmCa00",128,1,0
2010,31,"CIN",26,"P/PalmCa00",154,1,0
2011,32,"OAK",13,"P/PalmCa00",167,1,0
2012,33,"OAK",22,"P/PalmCa00",189,1,0
2013,34,"ARI",24,"P/PalmCa00",213,1,0
2013.41176470588,34.4117647058824,"ARI",6,"P/PalmCa00",219,1,1
2004,24,"DAL",0,"R/RomoTo00",0,1,0
2005,25,"DAL",0,"R/RomoTo00",0,1,0
2006,26,"DAL",19,"R/RomoTo00",19,1,0
2007,27,"DAL",36,"R/RomoTo00",55,1,0
2008,28,"DAL",26,"R/RomoTo00",81,1,0
2009,29,"DAL",26,"R/RomoTo00",107,1,0
2010,30,"DAL",11,"R/RomoTo00",118,1,0
2011,31,"DAL",31,"R/RomoTo00",149,1,0
2012,32,"DAL",28,"R/RomoTo00",177,1,0
2013,33,"DAL",31,"R/RomoTo00",208,1,0
2013.41176470588,33.4117647058824,"DAL",14,"R/RomoTo00",222,1,1
2003,21,"PIT",0,"R/RoetBe00",0,0,0
2004,22,"PIT",17,"R/RoetBe00",17,1,0
2005,23,"PIT",17,"R/RoetBe00",34,1,0
2006,24,"PIT",18,"R/RoetBe00",52,1,0
2007,25,"PIT",32,"R/RoetBe00",84,1,0
2008,26,"PIT",17,"R/RoetBe00",101,1,0
2009,27,"PIT",26,"R/RoetBe00",127,1,0
2010,28,"PIT",17,"R/RoetBe00",144,1,0
2011,29,"PIT",21,"R/RoetBe00",165,1,0
2012,30,"PIT",26,"R/RoetBe00",191,1,0
2013,31,"PIT",28,"R/RoetBe00",219,1,0
2013.41176470588,31.4117647058824,"PIT",8,"R/RoetBe00",227,1,1
1984,23,"TAM",0,"Y/YounSt00",0,0,0
1985,24,"TAM",3,"Y/YounSt00",3,1,0
1986,25,"TAM",8,"Y/YounSt00",11,1,0
1987,26,"SFO",10,"Y/YounSt00",21,1,0
1988,27,"SFO",3,"Y/YounSt00",24,1,0
1989,28,"SFO",8,"Y/YounSt00",32,1,0
1990,29,"SFO",2,"Y/YounSt00",34,1,0
1991,30,"SFO",17,"Y/YounSt00",51,1,0
1992,31,"SFO",25,"Y/YounSt00",76,1,0
1993,32,"SFO",29,"Y/YounSt00",105,1,0
1994,33,"SFO",35,"Y/YounSt00",140,1,0
1995,34,"SFO",20,"Y/YounSt00",160,1,0
1996,35,"SFO",14,"Y/YounSt00",174,1,0
1997,36,"SFO",19,"Y/YounSt00",193,1,0
1998,37,"SFO",36,"Y/YounSt00",229,1,0
1999,38,"SFO",3,"Y/YounSt00",232,1,0
2003,22,"SDG",0,"R/RivePh00",0,0,0
2004,23,"SDG",1,"R/RivePh00",1,1,0
2005,24,"SDG",0,"R/RivePh00",1,1,0
2006,25,"SDG",22,"R/RivePh00",23,1,0
2007,26,"SDG",21,"R/RivePh00",44,1,0
2008,27,"SDG",34,"R/RivePh00",78,1,0
2009,28,"SDG",28,"R/RivePh00",106,1,0
2010,29,"SDG",30,"R/RivePh00",136,1,0
2011,30,"SDG",27,"R/RivePh00",163,1,0
2012,31,"SDG",26,"R/RivePh00",189,1,0
2013,32,"SDG",32,"R/RivePh00",221,1,0
2013.41176470588,32.4117647058824,"SDG",17,"R/RivePh00",238,1,1
1998,22,"PHI",0,"M/McNaDo00",0,0,0
1999,23,"PHI",8,"M/McNaDo00",8,1,0
2000,24,"PHI",21,"M/McNaDo00",29,1,0
2001,25,"PHI",25,"M/McNaDo00",54,1,0
2002,26,"PHI",17,"M/McNaDo00",71,1,0
2003,27,"PHI",16,"M/McNaDo00",87,1,0
2004,28,"PHI",31,"M/McNaDo00",118,1,0
2005,29,"PHI",16,"M/McNaDo00",134,1,0
2006,30,"PHI",18,"M/McNaDo00",152,1,0
2007,31,"PHI",19,"M/McNaDo00",171,1,0
2008,32,"PHI",23,"M/McNaDo00",194,1,0
2009,33,"PHI",22,"M/McNaDo00",216,1,0
2010,34,"WAS",14,"M/McNaDo00",230,1,0
2011,35,"MIN",4,"M/McNaDo00",234,1,0
1949,22,"CHI",0,"B/BlanGe00",0,1,0
1950,23,"2TM",0,"B/BlanGe00",0,1,0
1951,24,"CHI",0,"B/BlanGe00",0,1,0
1952,25,"CHI",8,"B/BlanGe00",8,1,0
1953,26,"CHI",14,"B/BlanGe00",22,1,0
1954,27,"CHI",15,"B/BlanGe00",37,1,0
1955,28,"CHI",4,"B/BlanGe00",41,1,0
1956,29,"CHI",7,"B/BlanGe00",48,1,0
1957,30,"CHI",0,"B/BlanGe00",48,1,0
1958,31,"CHI",0,"B/BlanGe00",48,1,0
1960,33,"HOU",24,"B/BlanGe00",72,1,0
1961,34,"HOU",36,"B/BlanGe00",108,1,0
1962,35,"HOU",27,"B/BlanGe00",135,1,0
1963,36,"HOU",24,"B/BlanGe00",159,1,0
1964,37,"HOU",17,"B/BlanGe00",176,1,0
1965,38,"HOU",20,"B/BlanGe00",196,1,0
1966,39,"HOU",17,"B/BlanGe00",213,1,0
1967,40,"OAK",3,"B/BlanGe00",216,1,0
1968,41,"OAK",6,"B/BlanGe00",222,1,0
1969,42,"OAK",2,"B/BlanGe00",224,1,0
1970,43,"OAK",6,"B/BlanGe00",230,1,0
1971,44,"OAK",4,"B/BlanGe00",234,1,0
1972,45,"OAK",1,"B/BlanGe00",235,1,0
1973,46,"OAK",0,"B/BlanGe00",235,1,0
1974,47,"OAK",1,"B/BlanGe00",236,1,0
1975,48,"OAK",0,"B/BlanGe00",236,1,0
1985,25,"BUF",0,"K/KellJi00",0,0,0
1986,26,"BUF",22,"K/KellJi00",22,1,0
1987,27,"BUF",19,"K/KellJi00",41,1,0
1988,28,"BUF",15,"K/KellJi00",56,1,0
1989,29,"BUF",25,"K/KellJi00",81,1,0
1990,30,"BUF",24,"K/KellJi00",105,1,0
1991,31,"BUF",33,"K/KellJi00",138,1,0
1992,32,"BUF",23,"K/KellJi00",161,1,0
1993,33,"BUF",18,"K/KellJi00",179,1,0
1994,34,"BUF",22,"K/KellJi00",201,1,0
1995,35,"BUF",22,"K/KellJi00",223,1,0
1996,36,"BUF",14,"K/KellJi00",237,1,0
1957,22,"PIT",0,"D/DawsLe00",0,1,0
1958,23,"PIT",0,"D/DawsLe00",0,1,0
1959,24,"PIT",1,"D/DawsLe00",1,1,0
1960,25,"CLE",0,"D/DawsLe00",1,1,0
1961,26,"CLE",1,"D/DawsLe00",2,1,0
1962,27,"DTX",29,"D/DawsLe00",31,1,0
1963,28,"KAN",26,"D/DawsLe00",57,1,0
1964,29,"KAN",30,"D/DawsLe00",87,1,0
1965,30,"KAN",21,"D/DawsLe00",108,1,0
1966,31,"KAN",26,"D/DawsLe00",134,1,0
1967,32,"KAN",24,"D/DawsLe00",158,1,0
1968,33,"KAN",17,"D/DawsLe00",175,1,0
1969,34,"KAN",9,"D/DawsLe00",184,1,0
1970,35,"KAN",13,"D/DawsLe00",197,1,0
1971,36,"KAN",15,"D/DawsLe00",212,1,0
1972,37,"KAN",13,"D/DawsLe00",225,1,0
1973,38,"KAN",2,"D/DawsLe00",227,1,0
1974,39,"KAN",7,"D/DawsLe00",234,1,0
1975,40,"KAN",5,"D/DawsLe00",239,1,0
2003,22,"NYG",0,"M/MannEl00",0,0,0
2004,23,"NYG",6,"M/MannEl00",6,1,0
2005,24,"NYG",24,"M/MannEl00",30,1,0
2006,25,"NYG",24,"M/MannEl00",54,1,0
2007,26,"NYG",23,"M/MannEl00",77,1,0
2008,27,"NYG",21,"M/MannEl00",98,1,0
2009,28,"NYG",27,"M/MannEl00",125,1,0
2010,29,"NYG",31,"M/MannEl00",156,1,0
2011,30,"NYG",29,"M/MannEl00",185,1,0
2012,31,"NYG",26,"M/MannEl00",211,1,0
2013,32,"NYG",18,"M/MannEl00",229,1,0
2013.41176470588,32.4117647058824,"NYG",14,"M/MannEl00",243,1,1
1947,21,"BCL",0,"T/TittY.00",0,0,0
1948,22,"BCL",16,"T/TittY.00",16,1,0
1949,23,"BCL",14,"T/TittY.00",30,1,0
1950,24,"BAL",8,"T/TittY.00",38,1,0
1951,25,"SFO",8,"T/TittY.00",46,1,0
1952,26,"SFO",11,"T/TittY.00",57,1,0
1953,27,"SFO",20,"T/TittY.00",77,1,0
1954,28,"SFO",9,"T/TittY.00",86,1,0
1955,29,"SFO",17,"T/TittY.00",103,1,0
1956,30,"SFO",7,"T/TittY.00",110,1,0
1957,31,"SFO",13,"T/TittY.00",123,1,0
1958,32,"SFO",9,"T/TittY.00",132,1,0
1959,33,"SFO",10,"T/TittY.00",142,1,0
1960,34,"SFO",4,"T/TittY.00",146,1,0
1961,35,"NYG",17,"T/TittY.00",163,1,0
1962,36,"NYG",33,"T/TittY.00",196,1,0
1963,37,"NYG",36,"T/TittY.00",232,1,0
1964,38,"NYG",10,"T/TittY.00",242,1,0
1961,21,"SDG",0,"H/HadlJo00",0,0,0
1962,22,"SDG",15,"H/HadlJo00",15,1,0
1963,23,"SDG",6,"H/HadlJo00",21,1,0
1964,24,"SDG",18,"H/HadlJo00",39,1,0
1965,25,"SDG",20,"H/HadlJo00",59,1,0
1966,26,"SDG",23,"H/HadlJo00",82,1,0
1967,27,"SDG",24,"H/HadlJo00",106,1,0
1968,28,"SDG",27,"H/HadlJo00",133,1,0
1969,29,"SDG",10,"H/HadlJo00",143,1,0
1970,30,"SDG",22,"H/HadlJo00",165,1,0
1971,31,"SDG",21,"H/HadlJo00",186,1,0
1972,32,"SDG",15,"H/HadlJo00",201,1,0
1973,33,"RAM",22,"H/HadlJo00",223,1,0
1974,34,"2TM",8,"H/HadlJo00",231,1,0
1975,35,"GNB",6,"H/HadlJo00",237,1,0
1976,36,"HOU",7,"H/HadlJo00",244,1,0
1977,37,"HOU",0,"H/HadlJo00",244,1,0
1983,22,"CIN",0,"E/EsiaBo00",0,0,0
1984,23,"CIN",3,"E/EsiaBo00",3,1,0
1985,24,"CIN",27,"E/EsiaBo00",30,1,0
1986,25,"CIN",24,"E/EsiaBo00",54,1,0
1987,26,"CIN",16,"E/EsiaBo00",70,1,0
1988,27,"CIN",28,"E/EsiaBo00",98,1,0
1989,28,"CIN",28,"E/EsiaBo00",126,1,0
1990,29,"CIN",24,"E/EsiaBo00",150,1,0
1991,30,"CIN",13,"E/EsiaBo00",163,1,0
1992,31,"CIN",11,"E/EsiaBo00",174,1,0
1993,32,"NYJ",16,"E/EsiaBo00",190,1,0
1994,33,"NYJ",17,"E/EsiaBo00",207,1,0
1995,34,"NYJ",16,"E/EsiaBo00",223,1,0
1996,35,"ARI",11,"E/EsiaBo00",234,1,0
1997,36,"CIN",13,"E/EsiaBo00",247,1,0
1992,20,"NWE",0,"B/BledDr00",0,0,0
1993,21,"NWE",15,"B/BledDr00",15,1,0
1994,22,"NWE",25,"B/BledDr00",40,1,0
1995,23,"NWE",13,"B/BledDr00",53,1,0
1996,24,"NWE",27,"B/BledDr00",80,1,0
1997,25,"NWE",28,"B/BledDr00",108,1,0
1998,26,"NWE",20,"B/BledDr00",128,1,0
1999,27,"NWE",19,"B/BledDr00",147,1,0
2000,28,"NWE",17,"B/BledDr00",164,1,0
2001,29,"NWE",2,"B/BledDr00",166,1,0
2002,30,"BUF",24,"B/BledDr00",190,1,0
2003,31,"BUF",11,"B/BledDr00",201,1,0
2004,32,"BUF",20,"B/BledDr00",221,1,0
2005,33,"DAL",23,"B/BledDr00",244,1,0
2006,34,"DAL",7,"B/BledDr00",251,1,0
1972,21,"SDG",0,"F/FoutDa00",0,0,0
1973,22,"SDG",6,"F/FoutDa00",6,1,0
1974,23,"SDG",8,"F/FoutDa00",14,1,0
1975,24,"SDG",2,"F/FoutDa00",16,1,0
1976,25,"SDG",14,"F/FoutDa00",30,1,0
1977,26,"SDG",4,"F/FoutDa00",34,1,0
1978,27,"SDG",24,"F/FoutDa00",58,1,0
1979,28,"SDG",24,"F/FoutDa00",82,1,0
1980,29,"SDG",30,"F/FoutDa00",112,1,0
1981,30,"SDG",33,"F/FoutDa00",145,1,0
1982,31,"SDG",17,"F/FoutDa00",162,1,0
1983,32,"SDG",20,"F/FoutDa00",182,1,0
1984,33,"SDG",19,"F/FoutDa00",201,1,0
1985,34,"SDG",27,"F/FoutDa00",228,1,0
1986,35,"SDG",16,"F/FoutDa00",244,1,0
1987,36,"SDG",10,"F/FoutDa00",254,1,0
1956,22,"PHI",0,"J/JurgSo00",0,0,0
1957,23,"PHI",5,"J/JurgSo00",5,1,0
1958,24,"PHI",0,"J/JurgSo00",5,1,0
1959,25,"PHI",1,"J/JurgSo00",6,1,0
1960,26,"PHI",5,"J/JurgSo00",11,1,0
1961,27,"PHI",32,"J/JurgSo00",43,1,0
1962,28,"PHI",22,"J/JurgSo00",65,1,0
1963,29,"PHI",11,"J/JurgSo00",76,1,0
1964,30,"WAS",24,"J/JurgSo00",100,1,0
1965,31,"WAS",15,"J/JurgSo00",115,1,0
1966,32,"WAS",28,"J/JurgSo00",143,1,0
1967,33,"WAS",31,"J/JurgSo00",174,1,0
1968,34,"WAS",17,"J/JurgSo00",191,1,0
1969,35,"WAS",22,"J/JurgSo00",213,1,0
1970,36,"WAS",23,"J/JurgSo00",236,1,0
1971,37,"WAS",0,"J/JurgSo00",236,1,0
1972,38,"WAS",2,"J/JurgSo00",238,1,0
1973,39,"WAS",6,"J/JurgSo00",244,1,0
1974,40,"WAS",11,"J/JurgSo00",255,1,0
1980,22,"SEA",0,"K/KrieDa00",0,1,0
1981,23,"SEA",7,"K/KrieDa00",7,1,0
1982,24,"SEA",2,"K/KrieDa00",9,1,0
1983,25,"SEA",18,"K/KrieDa00",27,1,0
1984,26,"SEA",32,"K/KrieDa00",59,1,0
1985,27,"SEA",27,"K/KrieDa00",86,1,0
1986,28,"SEA",21,"K/KrieDa00",107,1,0
1987,29,"SEA",23,"K/KrieDa00",130,1,0
1988,30,"SEA",18,"K/KrieDa00",148,1,0
1989,31,"SEA",21,"K/KrieDa00",169,1,0
1990,32,"SEA",15,"K/KrieDa00",184,1,0
1991,33,"SEA",11,"K/KrieDa00",195,1,0
1992,34,"KAN",15,"K/KrieDa00",210,1,0
1993,35,"KAN",7,"K/KrieDa00",217,1,0
1994,36,"DET",14,"K/KrieDa00",231,1,0
1995,37,"ARI",16,"K/KrieDa00",247,1,0
1996,38,"CHI",14,"K/KrieDa00",261,1,0
1997,39,"TEN",0,"K/KrieDa00",261,1,0
1998,40,"TEN",0,"K/KrieDa00",261,1,0
1978,22,"SFO",0,"M/MontJo01",0,0,0
1979,23,"SFO",1,"M/MontJo01",1,1,0
1980,24,"SFO",15,"M/MontJo01",16,1,0
