year,exporter,report_by_exporter,exp,imp,final,onlyfinal,exportreporter,export_value,inatlas
1979,"CUB",1,97,710,750,653,1.030e+09,1.29e+09,1
1979,"CUW",0,0,0,0,0,0,0,0
1979,"CXR",0,0,24,24,24,0,4.21e+07,0
1979,"CYM",0,0,70,70,70,0,5690158,0
1979,"CYP",1,2344,2232,3482,1158,4.112e+08,5.36e+08,0
1979,"CZE",0,0,0,0,0,0,0,1
1979,"DEU",1,57305,46434,64351,7354,1.618e+11,1.58e+11,1
1979,"DJI",0,0,440,435,435,0,3.35e+07,0
1979,"DMA",1,149,152,262,113,9285975,5.77e+07,0
1979,"DNK",1,22163,21940,28191,6239,1.399e+10,1.39e+10,1
1979,"DOM",1,843,746,1222,382,7.484e+08,1.11e+09,1
1979,"DZA",1,268,645,751,486,9.794e+09,1.02e+10,1
1979,"ECU",1,692,1418,1587,897,2.077e+09,2.19e+09,1
1979,"EGY",1,2108,2168,3269,1183,1.591e+09,3.53e+09,1
1979,"ERI",0,0,0,0,0,0,0,0
1979,"ESH",0,0,20,20,20,0,2264847,0
1979,"ESP",1,24680,22828,30640,6169,1.772e+10,1.84e+10,1
1979,"EST",0,0,0,0,0,0,0,1
1979,"ETH",1,315,559,731,417,3.827e+08,4.47e+08,1
1979,"FIN",1,11151,10499,14151,3134,9.500e+09,1.03e+10,1
1979,"FJI",1,1226,508,1422,209,2.332e+08,2.74e+08,0
1979,"FLK",0,0,41,41,41,0,8843508,0
1979,"FRA",1,53857,42788,60171,6604,9.544e+10,9.38e+10,1
1979,"FRO",1,86,190,211,125,1.428e+08,1.65e+08,0
1979,"FSM",0,0,0,0,0,0,0,0
1979,"GAB",1,180,363,454,276,1.845e+09,1.99e+09,1
1979,"GBR",1,57639,48449,66257,8899,8.365e+10,8.10e+10,1
1979,"GEO",0,0,0,0,0,0,0,1
1979,"GHA",1,455,732,971,520,7.277e+08,9.68e+08,1
1979,"GIB",0,0,371,367,367,0,1.49e+07,0
1979,"GIN",0,0,142,136,136,0,2.95e+08,1
1979,"GLP",1,429,465,722,304,1.129e+08,1.34e+08,0
1979,"GMB",1,137,125,231,94,38027175,5.62e+07,0
1979,"GNB",0,0,84,84,84,0,1.49e+07,0
1979,"GNQ",0,0,54,53,53,0,1.41e+07,0
1979,"GRC",1,5261,6860,8695,3472,3.721e+09,5.23e+09,1
1979,"GRD",1,192,113,231,41,20973104,2.69e+07,0
1979,"GRL",1,186,212,302,120,1.745e+08,1.67e+08,0
1979,"GTM",1,1991,2649,3086,1136,1.103e+09,1.50e+09,1
1979,"GUF",1,208,141,293,91,16648783,2.45e+07,0
1979,"GUM",0,0,0,0,0,0,0,0
1979,"GUY",1,754,591,986,234,2.867e+08,3.31e+08,0
1979,"HKG",1,18889,18604,25186,6510,1.456e+10,1.46e+10,0
1979,"HMD",0,0,0,0,0,0,0,0
1979,"HND",1,965,1165,1454,501,7.204e+08,8.73e+08,1
1979,"HRV",0,0,0,0,0,0,0,1
1979,"HTI",1,367,645,827,467,1.479e+08,2.96e+08,0
1979,"HUN",1,32,7914,7856,7825,23628282,3.02e+09,1
1979,"IDN",1,1616,2672,3339,1731,1.522e+10,1.80e+10,1
1979,"IND",1,13622,13923,19193,5701,6.246e+09,7.42e+09,1
1979,"IRL",1,8083,8351,11116,3133,7.073e+09,7.13e+09,1
1979,"IRN",0,0,1854,1818,1818,0,1.70e+10,1
1979,"IRQ",0,0,1001,990,990,0,1.91e+10,0
1979,"ISL",1,527,1375,1491,970,7.518e+08,8.08e+08,0
1979,"ISR",1,10551,7525,12515,2124,3.975e+09,4.33e+09,1
1979,"ITA",1,43646,36313,50382,6995,6.973e+10,6.88e+10,1
1979,"JAM",1,1628,1696,2458,842,8.161e+08,8.56e+08,1
1979,"JOR",1,2415,1304,2920,519,3.912e+08,4.21e+08,1
1979,"JPN",1,38706,34777,46792,8271,9.574e+10,9.95e+10,1
1979,"KAZ",0,0,0,0,0,0,0,1
1979,"KEN",1,4586,2416,5544,971,9.782e+08,1.17e+09,1
1979,"KGZ",0,0,0,0,0,0,0,1
1979,"KHM",0,0,167,163,163,0,4067196,1
1979,"KIR",1,9,15,22,13,23515771,1.88e+07,0
1979,"KNA",1,255,171,353,100,16645863,4.94e+07,0
1979,"KOR",1,10988,11073,14835,3907,1.487e+10,1.50e+10,1
1979,"KWT",1,4598,2386,5414,852,1.666e+10,1.89e+10,1
1979,"LAO",0,0,175,172,172,0,1.68e+07,1
1979,"LBN",0,0,3498,3456,3456,0,7.74e+08,1
1979,"LBR",1,380,487,740,362,5.438e+08,1.12e+09,0
1979,"LBY",1,434,516,846,412,1.578e+10,1.71e+10,1
1979,"LCA",1,649,200,704,57,31543428,3.17e+07,0
1979,"LKA",1,1413,1666,2302,908,8.461e+08,9.67e+08,1
1979,"LSO",0,0,0,0,0,0,0,0
1979,"LTU",0,0,0,0,0,0,0,1
1979,"LUX",0,0,0,0,0,0,0,0
1979,"LVA",0,0,0,0,0,0,0,1
1979,"MAC",1,759,963,1201,446,3.871e+08,4.63e+08,0
1979,"MAF",0,0,0,0,0,0,0,0
1979,"MAR",1,1697,2160,2706,1034,1.841e+09,2.11e+09,1
1979,"MDA",0,0,0,0,0,0,0,1
1979,"MDG",1,622,584,919,307,3.969e+08,4.11e+08,1
1979,"MDV",0,0,60,59,59,0,6117804,0
1979,"MEX",1,9289,7900,11565,2399,8.805e+09,1.11e+10,1
1979,"MHL",0,0,0,0,0,0,0,0
1979,"MKD",0,0,0,0,0,0,0,1
1979,"MLI",1,148,266,368,220,1.062e+08,1.32e+08,1
1979,"MLT",1,2258,1586,2849,627,3.946e+08,4.36e+08,0
1979,"MMR",0,0,555,553,553,0,4.31e+08,0
1979,"MNE",0,0,0,0,0,0,0,0
1979,"MNG",0,0,157,156,156,0,1.85e+07,1
1979,"MNP",0,0,0,0,0,0,0,0
1979,"MOZ",0,0,557,551,551,0,4.58e+08,1
1979,"MRT",0,0,130,128,128,0,1.98e+08,1
1979,"MSR",0,0,289,283,283,0,2.18e+07,0
1979,"MTQ",1,496,216,556,74,1.325e+08,1.39e+08,0
1979,"MUS",0,0,596,585,585,0,3.70e+08,1
1979,"MWI",1,335,365,558,223,2.160e+08,2.37e+08,1
1979,"MYS",1,5286,6117,7968,2727,1.057e+10,1.18e+10,1
1979,"MYT",0,0,0,0,0,0,0,0
1979,"NAM",0,0,0,0,0,0,0,1
1979,"NCL",1,639,168,740,108,3.767e+08,4.97e+08,0
1979,"NER",1,241,216,416,176,4.465e+08,5.80e+08,0
1979,"NFK",0,0,2,2,2,0,20271,0
1979,"NGA",1,1025,1744,2451,1435,1.634e+10,1.98e+10,1
1979,"NIC",1,1052,1490,1663,619,6.147e+08,6.90e+08,1
1979,"NIU",0,0,5,5,5,0,206622,0
1979,"NLD",1,32198,33502,42980,11031,5.702e+10,6.15e+10,1
1979,"NOR",1,11194,12095,15553,4500,1.236e+10,1.35e+10,1
1979,"NPL",1,480,515,817,362,98903015,1.29e+08,0
1979,"NRU",0,0,47,45,45,0,9.34e+07,0
1979,"NZL",1,7582,6585,9647,2144,4.278e+09,4.62e+09,1
1979,"OMN",1,439,522,902,463,47318087,2.00e+09,1
1979,"PAK",1,4533,3539,6071,1578,1.956e+09,2.19e+09,1
1979,"PAN",1,821,4338,4598,3790,2.390e+08,1.33e+09,0
1979,"PCN",0,0,4,4,4,0,38544,0
1979,"PER",1,3073,3155,4345,1306,3.257e+09,3.54e+09,1
1979,"PHL",1,3484,4623,5601,2150,4.438e+09,5.08e+09,1
1979,"PLW",0,0,0,0,0,0,0,0
1979,"PNG",0,0,443,434,434,0,9.24e+08,1
1979,"POL",0,0,9449,9376,9376,0,5.78e+09,1
1979,"PRT",1,7742,7408,10715,3023,3.280e+09,3.68e+09,1
1979,"PRY",1,474,699,895,422,3.051e+08,7.25e+08,1
1979,"PSE",0,0,0,0,0,0,0,0
1979,"PYF",1,240,104,291,56,28017750,5.00e+07,0
1979,"QAT",1,53,670,688,635,3.377e+09,4.66e+09,1
1979,"REU",1,473,141,546,81,1.398e+08,1.46e+08,0
1979,"ROU",0,0,6257,6192,6192,0,4.42e+09,1
1979,"RUS",0,0,0,0,0,0,0,1
1979,"RWA",0,0,116,112,112,0,1.45e+08,0
1979,"SAU",1,3011,2733,4655,1665,6.153e+10,5.69e+10,1
1979,"SDN",1,483,595,866,387,5.383e+08,7.08e+08,0
1979,"SEN",1,1299,793,1723,434,4.997e+08,5.52e+08,1
1979,"SGP",1,13889,11989,17951,4224,1.358e+10,1.24e+10,0
1979,"SGS",0,0,0,0,0,0,0,0
1979,"SHN",0,0,50,49,49,0,7029207,0
1979,"SLB",1,63,111,144,83,37978438,8.66e+07,0
1979,"SLE",0,0,279,269,269,0,1.80e+08,0
1979,"SLV",1,1479,1789,2076,607,1.007e+09,1.23e+09,1
1979,"SMR",0,0,0,0,0,0,0,0
1979,"SOM",1,160,221,326,166,1.068e+08,1.45e+08,0
1979,"SPM",1,1,98,95,94,176708,4755474,0
1979,"SRB",0,0,0,0,0,0,0,1
1979,"STP",0,0,45,45,45,0,2.27e+07,0
1979,"SUR",0,0,499,488,488,0,4.80e+08,0
1979,"SVK",0,0,0,0,0,0,0,1
1979,"SVN",0,0,0,0,0,0,0,1
1979,"SWE",1,22187,23246,29861,7897,2.666e+10,2.70e+10,1
1979,"SWZ",0,0,0,0,0,0,0,0
1979,"SYC",1,175,104,241,66,5704992,6677935,0
1979,"SYR",1,1645,1924,2741,1107,4.177e+08,1.51e+09,1
1979,"TCA",0,0,21,21,21,0,3586462,0
1979,"TCD",0,0,118,117,117,0,6.97e+07,0
1979,"TGO",1,441,433,776,338,2.141e+08,2.75e+08,0
1979,"THA",1,5578,5906,7924,2399,5.176e+09,5.92e+09,1
1979,"TJK",0,0,0,0,0,0,0,1
1979,"TKL",0,0,5,5,5,0,37410,0
1979,"TKM",0,0,0,0,0,0,0,1
1979,"TLS",0,0,60,59,59,0,3886089,0
1979,"TON",1,60,55,99,39,7457798,8295743,0
1979,"TTO",1,1974,1582,2610,684,2.491e+09,2.60e+09,1
1979,"TUN",1,2047,1344,2535,518,1.752e+09,2.00e+09,1
1979,"TUR",1,3255,3129,4590,1382,2.026e+09,2.48e+09,1
1979,"TUV",0,0,4,4,4,0,821252,0
1979,"TZA",1,1038,724,1402,367,4.792e+08,6.26e+08,1
1979,"UGA",0,0,197,191,191,0,3.90e+08,1
1979,"UKR",0,0,0,0,0,0,0,1
1979,"UMI",0,0,0,0,0,0,0,0
1979,"URY",1,2053,2031,2655,611,7.634e+08,8.30e+08,1
1979,"USA",1,54075,51121,65836,12106,1.700e+11,1.80e+11,1
1979,"UZB",0,0,0,0,0,0,0,1
1979,"VAT",0,0,0,0,0,0,0,0
1979,"VCT",0,0,128,123,123,0,6405497,0
1979,"VEN",1,1862,2130,3039,1192,1.385e+10,1.41e+10,1
1979,"VNM",0,0,523,518,518,0,1.20e+08,1
1979,"VUT",0,0,93,91,91,0,3.47e+07,0
1979,"WLF",0,0,3,3,3,0,10140,0
1979,"WSM",1,74,128,173,99,17103681,2.28e+07,0
1979,"YEM",1,107,272,356,249,6919393,3.44e+07,1
1979,"YUG",1,12467,7541,14550,2206,4.801e+09,5.91e+09,0
1979,"ZAF",0,0,7688,7622,7622,0,1.13e+10,1
1979,"ZMB",1,358,500,711,354,1.368e+09,1.63e+09,1
1979,"ZWE",0,0,172,169,169,0,1.33e+07,1
1980,"ABW",0,0,0,0,0,0,0,0
1980,"AFG",0,0,609,596,596,0,2.28e+08,0
1980,"AGO",1,73,177,221,148,1.808e+09,1.84e+09,1
1980,"AIA",0,0,0,0,0,0,0,0
1980,"ALB",0,0,691,687,687,0,2.24e+08,1
1980,"AND",0,0,235,225,225,0,1.99e+07,0
1980,"ANT",1,1045,1105,1810,786,5.032e+09,5.28e+09,0
1980,"ARE",1,4365,2502,5515,1179,1.067e+09,2.01e+10,1
1980,"ARG",1,5022,6512,7942,2997,6.325e+09,7.76e+09,1
1980,"ARM",0,0,0,0,0,0,0,0
1980,"ASM",0,0,0,0,0,0,0,0
1980,"ATA",0,0,0,0,0,0,0,0
1980,"ATG",0,0,166,165,165,0,1.31e+07,0
1980,"AUS",1,15392,14955,20648,5419,1.783e+10,2.19e+10,1
1980,"AUT",1,19170,17660,24448,5454,1.653e+10,1.65e+10,1
1980,"AZE",0,0,0,0,0,0,0,1
1980,"BDI",0,0,127,124,124,0,1.20e+08,0
1980,"BEL",1,30398,27312,38060,7859,6.312e+10,6.02e+10,1
1980,"BEN",1,242,257,441,202,47584214,8.72e+07,0
1980,"BES",0,0,0,0,0,0,0,0
1980,"BFA",1,431,276,606,181,82572650,1.20e+08,0
1980,"BGD",1,657,851,1180,525,6.967e+08,8.24e+08,1
1980,"BGR",0,0,3816,3778,3778,0,1.65e+09,1
1980,"BHR",1,1356,1092,2043,694,2.095e+08,2.17e+09,0
1980,"BHS",1,669,518,1010,346,4.993e+09,4.65e+09,0
1980,"BIH",0,0,0,0,0,0,0,1
1980,"BLR",0,0,0,0,0,0,0,1
1980,"BLZ",1,674,405,886,232,1.111e+08,1.67e+08,0
1980,"BMU",1,1,394,390,389,30000,9.99e+07,0
1980,"BOL",1,360,726,868,512,9.896e+08,1.14e+09,1
1980,"BRA",1,18885,13890,21972,3303,1.927e+10,2.15e+10,1
1980,"BRB",1,1755,1182,2268,534,1.690e+08,2.37e+08,0
1980,"BRN",1,762,301,935,173,4.446e+09,6.13e+09,0
1980,"BTN",0,0,62,60,60,0,6809235,0
1980,"BVT",0,0,0,0,0,0,0,0
1980,"BWA",0,0,0,0,0,0,0,1
1980,"CAF",1,107,154,207,100,1.154e+08,1.37e+08,0
1980,"CAN",1,15953,21478,27466,11716,6.270e+10,6.94e+10,1
1980,"CCK",0,0,70,70,70,0,2033143,0
1980,"CHE",1,26825,26460,34902,8351,2.895e+10,3.21e+10,1
1980,"CHL",1,3650,2741,4514,931,4.489e+09,5.52e+09,1
1980,"CHN",0,0,18841,18713,18713,0,1.65e+10,1
1980,"CIV",0,0,1744,1728,1728,0,2.92e+09,1
1980,"CMR",1,834,635,1202,375,1.308e+09,1.57e+09,1
1980,"COD",0,0,2353,2321,2321,0,3.12e+09,0
1980,"COG",1,242,307,473,233,9.542e+08,9.44e+08,1
1980,"COK",0,0,74,72,72,0,6958707,0
1980,"COL",1,3146,3908,4816,1715,3.854e+09,4.35e+09,1
1980,"COM",0,0,75,75,75,0,1.42e+07,0
1980,"CPV",1,28,37,53,25,3741428,5154313,0
1980,"CRI",1,2096,2386,2929,867,1.030e+09,1.22e+09,1
1980,"CUB",1,88,757,790,702,1.458e+09,2.03e+09,1
1980,"CUW",0,0,0,0,0,0,0,0
1980,"CXR",0,0,22,21,21,0,8.05e+07,0
1980,"CYM",0,0,101,96,96,0,1.03e+07,0
1980,"CYP",1,2392,2305,3592,1211,4.668e+08,6.64e+08,0
1980,"CZE",0,0,0,0,0,0,0,1
1980,"DEU",1,57984,46339,64962,7329,1.774e+11,1.73e+11,1
1980,"DJI",0,0,435,428,428,0,3.83e+07,0
1980,"DMA",1,121,211,297,178,9637100,1.84e+07,0
1980,"DNK",1,22763,22094,28570,6035,1.602e+10,1.60e+10,1
1980,"DOM",1,839,739,1233,395,7.004e+08,1.29e+09,1
1980,"DZA",1,261,610,703,444,1.546e+10,1.51e+10,1
1980,"ECU",1,666,1441,1577,918,2.461e+09,2.82e+09,1
1980,"EGY",1,1462,2254,2967,1513,2.586e+09,5.04e+09,1
1980,"ERI",0,0,0,0,0,0,0,0
1980,"ESH",0,0,39,38,38,0,4030191,0
1980,"ESP",1,24705,22919,30934,6432,2.028e+10,2.19e+10,1
1980,"EST",0,0,0,0,0,0,0,1
1980,"ETH",1,310,541,695,386,3.698e+08,4.66e+08,1
1980,"FIN",1,11741,10525,14542,2954,1.152e+10,1.21e+10,1
1980,"FJI",1,1357,700,1650,302,3.411e+08,3.68e+08,0
1980,"FLK",0,0,39,39,39,0,8112210,0
1980,"FRA",1,54542,43194,61021,6768,1.079e+11,1.08e+11,1
1980,"FRO",1,96,227,251,155,1.831e+08,1.98e+08,0
1980,"FSM",0,0,0,0,0,0,0,0
1980,"GAB",1,32,320,330,298,2.057e+09,2.74e+09,1
1980,"GBR",1,58918,48142,67141,8525,1.055e+11,1.00e+11,1
1980,"GEO",0,0,0,0,0,0,0,1
1980,"GHA",1,420,722,969,556,7.785e+08,1.08e+09,1
1980,"GIB",0,0,404,401,401,0,1.48e+07,0
1980,"GIN",0,0,169,166,166,0,3.57e+08,1
1980,"GLP",1,461,495,762,318,1.068e+08,1.55e+08,0
1980,"GMB",1,217,97,291,76,38645961,4.06e+07,0
1980,"GNB",0,0,88,88,88,0,1.30e+07,0
1980,"GNQ",0,0,44,43,43,0,2.58e+07,0
1980,"GRC",1,5514,6893,8940,3476,4.904e+09,6.26e+09,1
1980,"GRD",1,207,131,258,52,17206328,2.27e+07,0
1980,"GRL",1,217,221,330,123,2.067e+08,2.08e+08,0
1980,"GTM",1,2342,2914,3544,1248,1.476e+09,1.90e+09,1
1980,"GUF",1,210,162,307,100,24969730,8.10e+07,0
1980,"GUM",0,0,0,0,0,0,0,0
1980,"GUY",0,0,547,538,538,0,4.41e+08,0
1980,"HKG",1,19930,18979,26458,6786,1.895e+10,1.85e+10,0
1980,"HMD",0,0,0,0,0,0,0,0
1980,"HND",1,952,1222,1533,585,8.050e+08,9.93e+08,1
1980,"HRV",0,0,0,0,0,0,0,1
1980,"HTI",0,0,733,722,722,0,3.59e+08,0
1980,"HUN",1,31,7776,7738,7707,57277588,3.56e+09,1
1980,"IDN",1,1660,2907,3543,1900,2.143e+10,2.67e+10,1
1980,"IND",1,13147,13829,18818,5796,6.059e+09,7.67e+09,1
1980,"IRL",1,8422,8966,11764,3468,8.353e+09,8.52e+09,1
1980,"IRN",0,0,1493,1462,1462,0,1.31e+10,1
1980,"IRQ",0,0,943,930,930,0,2.79e+10,0
1980,"ISL",1,531,1250,1377,850,8.726e+08,9.32e+08,0
1980,"ISR",1,11275,7699,13100,2009,4.948e+09,5.14e+09,1
1980,"ITA",1,44107,36294,50743,6901,7.481e+10,7.61e+10,1
1980,"JAM",1,1470,1495,2198,740,9.144e+08,1.04e+09,1
1980,"JOR",1,2465,1152,2868,411,5.448e+08,5.94e+08,1
1980,"JPN",1,40516,35619,48430,8112,1.215e+11,1.24e+11,1
1980,"KAZ",0,0,0,0,0,0,0,1
1980,"KEN",1,3309,2225,4380,1085,1.213e+09,1.47e+09,1
1980,"KGZ",0,0,0,0,0,0,0,1
1980,"KHM",0,0,133,132,132,0,6275932,1
1980,"KIR",1,1,28,28,27,2486814,8350167,0
1980,"KNA",0,0,198,195,195,0,4.77e+07,0
1980,"KOR",1,11575,11997,15816,4333,1.717e+10,1.73e+10,1
1980,"KWT",1,4394,2165,5223,861,1.777e+10,1.91e+10,1
1980,"LAO",0,0,170,163,163,0,2.45e+07,1
1980,"LBN",0,0,3473,3417,3417,0,8.91e+08,1
1980,"LBR",1,391,556,832,441,5.941e+08,1.34e+09,0
1980,"LBY",1,408,441,790,382,2.140e+10,2.36e+10,1
1980,"LCA",1,689,270,760,76,45705673,5.82e+07,0
1980,"LKA",1,1439,1831,2430,1012,8.493e+08,1.07e+09,1
1980,"LSO",0,0,0,0,0,0,0,0
1980,"LTU",0,0,0,0,0,0,0,1
1980,"LUX",0,0,0,0,0,0,0,0
1980,"LVA",0,0,0,0,0,0,0,1
1980,"MAC",1,1151,1158,1584,450,6.104e+08,6.37e+08,0
1980,"MAF",0,0,0,0,0,0,0,0
1980,"MAR",1,1673,2088,2643,994,2.220e+09,2.65e+09,1
1980,"MDA",0,0,0,0,0,0,0,1
1980,"MDG",1,577,573,882,312,3.699e+08,4.45e+08,1
1980,"MDV",0,0,79,77,77,0,1.03e+07,0
1980,"MEX",1,8700,7685,11002,2478,1.541e+10,1.84e+10,1
1980,"MHL",0,0,0,0,0,0,0,0
1980,"MKD",0,0,0,0,0,0,0,1
1980,"MLI",1,146,271,363,217,2.349e+08,2.29e+08,1
1980,"MLT",1,2110,1677,2824,755,4.318e+08,5.11e+08,0
1980,"MMR",0,0,524,519,519,0,4.33e+08,0
1980,"MNE",0,0,0,0,0,0,0,0
1980,"MNG",0,0,147,146,146,0,2.07e+07,1
1980,"MNP",0,0,0,0,0,0,0,0
1980,"MOZ",0,0,515,512,512,0,4.83e+08,1
1980,"MRT",0,0,112,111,111,0,2.43e+08,1
1980,"MSR",0,0,230,229,229,0,1.19e+07,0
1980,"MTQ",1,473,253,563,102,1.270e+08,1.21e+08,0
1980,"MUS",1,868,611,1148,295,4.298e+08,4.96e+08,1
1980,"MWI",1,438,322,627,192,2.685e+08,3.09e+08,1
1980,"MYS",1,5794,6528,8604,2874,1.236e+10,1.34e+10,1
1980,"MYT",0,0,0,0,0,0,0,0
1980,"NAM",0,0,0,0,0,0,0,1
1980,"NCL",1,549,261,702,159,4.105e+08,5.55e+08,0
1980,"NER",1,294,207,459,166,5.701e+08,9.35e+08,0
1980,"NFK",0,0,7,6,6,0,247628,0
1980,"NGA",0,0,2003,1975,1975,0,2.48e+10,1
1980,"NIC",1,831,1091,1256,441,4.042e+08,5.03e+08,1
1980,"NIU",0,0,20,20,20,0,290992,0
1980,"NLD",1,33513,33595,44085,10785,6.596e+10,7.03e+10,1
1980,"NOR",1,11981,12234,16176,4348,1.718e+10,1.84e+10,1
1980,"NPL",1,523,554,886,380,80281233,1.22e+08,0
1980,"NRU",0,0,36,36,36,0,1.23e+08,0
1980,"NZL",1,8740,7264,10991,2338,4.972e+09,5.55e+09,1
1980,"OMN",1,626,509,1028,405,1.176e+08,2.85e+09,1
1980,"PAK",1,5103,3794,6626,1572,2.519e+09,2.87e+09,1
1980,"PAN",1,791,4631,4865,4081,3.012e+08,1.73e+09,0
1980,"PCN",0,0,8,7,7,0,247570,0
1980,"PER",1,2772,3280,4085,1369,3.165e+09,3.61e+09,1
1980,"PHL",1,3842,5114,6237,2439,5.487e+09,6.71e+09,1
1980,"PLW",0,0,0,0,0,0,0,0
1980,"PNG",0,0,495,490,490,0,1.02e+09,1
1980,"POL",1,2633,9091,10027,7411,4.473e+09,7.94e+09,1
1980,"PRT",1,8220,7672,11117,2964,4.472e+09,4.63e+09,1
1980,"PRY",1,408,685,885,479,3.066e+08,7.43e+08,1
1980,"PSE",0,0,0,0,0,0,0,0
1980,"PYF",1,266,118,329,68,30089523,4.17e+07,0
1980,"QAT",0,0,687,682,682,0,5.53e+09,1
1980,"REU",1,505,222,617,122,1.301e+08,1.55e+08,0
1980,"ROU",0,0,5847,5801,5801,0,4.65e+09,1
1980,"RUS",0,0,0,0,0,0,0,1
1980,"RWA",0,0,122,116,116,0,1.31e+08,0
1980,"SAU",1,3662,3127,5395,1751,1.061e+11,1.01e+11,1
1980,"SDN",1,597,628,1009,414,5.692e+08,7.85e+08,0
1980,"SEN",1,1330,834,1798,480,4.223e+08,5.10e+08,1
1980,"SGP",1,14951,12877,19284,4531,1.847e+10,1.83e+10,0
1980,"SGS",0,0,0,0,0,0,0,0
1980,"SHN",0,0,41,40,40,0,4729356,0
1980,"SLB",1,58,120,148,91,44161880,8.37e+07,0
1980,"SLE",0,0,239,234,234,0,1.71e+08,0
1980,"SLV",1,1541,1769,2107,600,6.759e+08,1.06e+09,1
1980,"SMR",0,0,0,0,0,0,0,0
1980,"SOM",1,183,199,333,151,1.320e+08,1.61e+08,0
1980,"SPM",1,7,92,93,86,1456672,7773452,0
1980,"SRB",0,0,0,0,0,0,0,1
1980,"STP",0,0,35,32,32,0,2.14e+07,0
1980,"SUR",0,0,483,477,477,0,5.34e+08,0
1980,"SVK",0,0,0,0,0,0,0,1
1980,"SVN",0,0,0,0,0,0,0,1
1980,"SWE",1,22495,23317,30191,7911,3.018e+10,3.04e+10,1
1980,"SWZ",0,0,0,0,0,0,0,0
1980,"SYC",1,87,130,184,98,5603230,1.01e+07,0
1980,"SYR",1,1491,1725,2398,912,1.929e+09,2.04e+09,1
1980,"TCA",0,0,26,26,26,0,3705801,0
1980,"TCD",0,0,125,125,125,0,6.82e+07,0
1980,"TGO",1,470,476,836,368,3.319e+08,4.20e+08,0
1980,"THA",1,6229,6544,8854,2697,6.233e+09,7.21e+09,1
1980,"TJK",0,0,0,0,0,0,0,1
1980,"TKL",0,0,5,4,4,0,26238,0
1980,"TKM",0,0,0,0,0,0,0,1
1980,"TLS",0,0,41,41,41,0,4491995,0
1980,"TON",1,88,64,130,42,8089660,1.19e+07,0
1980,"TTO",1,2035,1660,2750,731,3.881e+09,3.99e+09,1
1980,"TUN",1,1378,1416,2029,677,2.188e+09,2.61e+09,1
1980,"TUR",1,3941,3259,5215,1328,2.620e+09,2.95e+09,1
1980,"TUV",0,0,10,10,10,0,271071,0
1980,"TZA",1,1013,737,1429,424,4.831e+08,6.39e+08,1
1980,"UGA",0,0,203,198,198,0,4.41e+08,1
1980,"UKR",0,0,0,0,0,0,0,1
1980,"UMI",0,0,0,0,0,0,0,0
1980,"URY",1,2167,1947,2767,616,9.785e+08,1.06e+09,1
1980,"USA",1,55162,52006,67638,12806,2.093e+11,2.25e+11,1
1980,"UZB",0,0,0,0,0,0,0,1
1980,"VAT",0,0,0,0,0,0,0,0
1980,"VCT",1,283,150,336,59,15577007,2.62e+07,0
1980,"VEN",1,2452,2271,3613,1189,1.909e+10,1.98e+10,1
1980,"VNM",0,0,491,481,481,0,1.19e+08,1
1980,"VUT",1,44,88,114,70,11836499,2.27e+07,0
1980,"WLF",0,0,10,10,10,0,49082,0
1980,"WSM",1,104,127,198,94,16159985,2.25e+07,0
1980,"YEM",1,220,323,514,294,12737625,3.55e+07,1
1980,"YUG",1,12643,7760,14920,2381,5.717e+09,6.65e+09,0
1980,"ZAF",0,0,7926,7830,7830,0,1.30e+10,1
1980,"ZMB",0,0,471,459,459,0,1.43e+09,1
1980,"ZWE",0,0,600,588,588,0,3.78e+08,1
1981,"ABW",0,0,0,0,0,0,0,0
1981,"AFG",0,0,679,664,664,0,2.21e+08,0
1981,"AGO",1,55,151,171,116,1.788e+09,1.96e+09,1
1981,"AIA",0,0,3,3,3,0,8447,0
1981,"ALB",0,0,664,659,659,0,2.38e+08,1
1981,"AND",0,0,370,361,361,0,1.48e+07,0
1981,"ANT",1,1054,1286,1967,940,5.297e+09,5.23e+09,0
1981,"ARE",1,6073,2490,7084,1066,1.029e+09,2.04e+10,1
1981,"ARG",1,4785,6263,7661,2926,6.109e+09,7.82e+09,1
1981,"ARM",0,0,0,0,0,0,0,0
1981,"ASM",0,0,0,0,0,0,0,0
1981,"ATA",0,0,0,0,0,0,0,0
1981,"ATG",1,804,167,866,64,33748290,4.07e+07,0
1981,"AUS",1,14927,15016,20087,5293,1.812e+10,2.31e+10,1
1981,"AUT",1,19762,17975,24937,5382,1.492e+10,1.49e+10,1
1981,"AZE",0,0,0,0,0,0,0,1
1981,"BDI",0,0,122,118,118,0,8.27e+07,0
1981,"BEL",1,30351,27224,37748,7607,5.425e+10,5.21e+10,1
1981,"BEN",0,0,271,269,269,0,4.24e+07,0
1981,"BES",0,0,0,0,0,0,0,0
1981,"BFA",1,446,202,567,123,63635401,1.05e+08,0
1981,"BGD",1,702,964,1331,637,6.160e+08,7.17e+08,1
1981,"BGR",0,0,3714,3683,3683,0,1.54e+09,1
1981,"BHR",1,1471,1066,2139,684,2.744e+08,2.51e+09,0
1981,"BHS",1,724,498,1080,360,6.166e+09,5.20e+09,0
1981,"BIH",0,0,0,0,0,0,0,1
1981,"BLR",0,0,0,0,0,0,0,1
1981,"BLZ",0,0,352,343,343,0,9.42e+07,0
1981,"BMU",1,1,326,321,320,2500,5.51e+07,0
